,site_code,Taxon,mean.before.control,mean.before.drought,mean.after.control,mean.after.drought,drought.after.minus.before,control.after.minus.before,cover.change,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,RTD.all.g.cm3,SRL.all.m.g,rootDiam.mm,SRL_fine_m.g,RTD.fine.g.cm3,RMF.g.g,RTD.groot.cahill.merge,SRL.groot.cahill.merge,Notes,X.1,X.2,X.3,X.4,X.5,X.6,local_lifespan,local_lifeform,functional_group
13341,cedartrait.us,MONARDA FISTULOSA,3,11,2,8,-3,-1,-2,11.29051118,0.662,17.87547,16.99988269,0.1016,0.412850986,32.46391317,0.28925,NA,0.1508955,0.411046263,0.1508955,32.46391317,"height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220","SLA, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x138","leafN, depth, RTD fine from TRY","rootN, diam, RMF from groot",,,,PERENNIAL,FORB,FORB
13351,capmcd.us,MONOLEPIS NUTTALLIANA,0.5,0.5,0,0,-0.5,-0.5,0,NA,0.24384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,height from Carmona 2021,,,,,,,ANNUAL,FORB,FORB
13353,nnss.us,MONOPTILON BELLIDIFORME,0.1191883,0.13729085,0.1546705,0.3436426,0.20635175,0.0354822,0.17086955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
13364,capwhite.us,MONOPTILON BELLIOIDES,0,0,0.5,0.5,0.5,0.5,0,NA,0.02,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,"height, depth from Tumber-Davila 2022",,,,,,,ANNUAL,FORB,FORB
13366,cowidrt.ca,MONTIA LINEARIS,3,1.25,0,0,-1.25,-3,1.75,17.5,0.409,NA,13.3,NA,NA,NA,0.41,NA,NA,NA,NA,NA,"leafN, height, SLA, diam from Tortorelli 2022",,,,,,,ANNUAL,FORB,FORB
13371,sand.us,MORELLA CERIFERA,5,0,1,1,1,-4,5,17.7,5.823692308,12.65043574,16.30496347,0.508,0.136588343,42.07931829,0.313333333,NA,0.136588343,NA,0.136588343,42.07931829,"height, SLA, depth, RTD fine from TRY","rootN, RTD, SRL, diam from groot",leafN from CoREE,,,,,PERENNIAL,SHRUB,WOODY
13376,sevblack.us,MUHLENBERGIA ARENICOLA,1,3.75,1,1,-2.75,0,-2.75,NA,NA,NA,14.31621017,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLA from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",,,,,,,PERENNIAL,GRASS,GRASS
13383,cowidrt.ca,MYOSOTIS DISCOLOR,2,1.5,0,0,-1.5,-2,0.5,NA,0.25375,NA,32.07333333,NA,NA,NA,0.846666667,NA,NA,NA,NA,NA,"height, SLA from TRY",diam from austraits,,,,,,BOTH,FORB,FORB
13393,nnss.us,NAMA ARETIOIDES,0.283584533,0.75338592,0.39203624,0,-0.75338592,0.108451707,-0.861837627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
13409,paike.ar,NARDOPHYLLUM BRYOIDES,6.666666667,6.333333333,6.666666667,6.333333333,0,0,0,7.7,0.09,4.333333333,NA,NA,NA,NA,NA,NA,NA,0.209398118,NA,NA,"rootN, RMF from groot",height from CoREE,leafN from Carmona 2021,,,,,PERENNIAL,SHRUB,WOODY
13445,paike.ar,NASSAUVIA ACULEATA,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
13469,paike.ar,NASSAUVIA DARWINII,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
13487,chacra.ar,NASSELLA LONGIGLUMIS,21.66666667,36.66666667,50,36.66666667,0,28.33333333,-28.33333333,35.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,leafN from TRY,,,,,,,PERENNIAL,GRASS,GRASS
13514,naposta.ar,NASSELLA NEESIANA,68.33333333,57.5,50,36.66666667,-20.83333333,-18.33333333,-2.5,NA,0.5335,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,height from austraits,SLA from Cruz 2019,,,,,,PERENNIAL,GRASS,GRASS
13541,spvdrt.ar,NASSELLA TENUIS,2,1.666666667,15.66666667,16.66666667,15,13.66666667,1.333333333,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,depth from Tumber-Davila 2022,,,,,,,PERENNIAL,GRASS,GRASS
13583,chacra.ar,NASSELLA TENUIS,10.5,5,1,3.5,-1.5,-9.5,8,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,depth from Tumber-Davila 2022,,,,,,,PERENNIAL,GRASS,GRASS
13605,naposta.ar,NASSELLA TRICHOTOMA,10,16.66666667,20,25,8.33333333,10,-1.66666667,NA,0.4665,NA,11.2973124,NA,NA,NA,0.776666667,NA,NA,NA,NA,NA,"height, SLA, diam from austraits",,,,,,,PERENNIAL,GRASS,GRASS
13628,matador.ca,NASSELLA VIRIDULA,10.66666667,7.333333333,22.66666667,18.66666667,11.33333334,12,-0.666666663,34.2,0.359625,5.933333333,10.24538572,0.3556,0.637290486,16.53035729,0.23675,NA,0.517363388,NA,0.517363388,16.53035729,"height, rootN,SLA, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x141","depth, RTD fine from TRY",diam from groot,leafN from CoREE,,,,PERENNIAL,GRASS,GRASS
13663,kernnu.ca,NASSELLA VIRIDULA,0,0,2,1,1,2,-1,34.2,0.359625,5.933333333,10.24538572,0.3556,0.637290486,16.53035729,0.23675,NA,0.517363388,NA,0.517363388,16.53035729,"height, rootN,SLA, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x141","depth, RTD fine from TRY",diam from groot,leafN from CoREE,,,,PERENNIAL,GRAMINOID,GRASS
13666,oreaa.us,NAVARRETIA INTERTEXTA SSP. PROPINQUA,0.833333333,1.25,0.75,0.833333333,-0.416666667,-0.083333333,-0.333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
13703,jilpanger.au,NEURACHNE ALOPECUROIDEA,0.833333333,2,0.666666667,6.666666667,4.666666667,-0.166666666,4.833333333,NA,0.278687254,NA,7.679299731,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from austraits",,,,,,,PERENNIAL,GRASS,GRASS
13721,oreaa.us,NOTHOCALAIS TROXIMOIDES,2,1,3.5,1.833333333,0.833333333,1.5,-0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
13741,spvdrt.ar,NOTICASTRUM SERICEUM,1,1,1,4,3,0,3,30.175,NA,NA,36.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,"leafN, SLA from TRY",,,,,,,PERENNIAL,FORB,FORB
13773,cdpt_drt.us,OPUNTIA POLYACANTHA,0,0,0.1,1,1,0.1,0.9,NA,0.6096,NA,NA,0.3048,NA,NA,NA,NA,NA,NA,NA,NA,"height, depth from TRY",,,,,,,PERENNIAL,SUCCULENT,FORB
13777,nplatte.us,OPUNTIA POLYACANTHA,25,0,0,30,30,-25,55,NA,0.6096,NA,NA,0.3048,NA,NA,NA,NA,NA,NA,NA,NA,"height, depth from TRY",,,,,,,PERENNIAL,SUCCULENT,FORB
13794,passogavia.it,OREOCHLOA DISTICHA,5.5,0.75,5.5,0.275,-0.475,0,-0.475,21.62445,0.115,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from TRY",leafN from Cerebolini 2010,,,,,,PERENNIAL,GRASS,GRASS
13812,kernb.ca,ORTHOCARPUS LUTEUS,0.5,0.5,0,0,-0.5,-0.5,0,NA,0.24,11.9,19.9635464,0.254,0.233765432,79.3180354,0.2062,NA,0.333333333,NA,0.333333333,79.3180354,"height,rootN,SLA,RTD,SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x143","depth, RTD fine from TRY",diam from groot,,,,,ANNUAL,FORB,FORB
13815,hard.us,ORTHOCARPUS TOLMIEI,0,0,11,7,7,11,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
13828,capwhite.us,OTTLEYA STRIGOSA,0.5,0,0.5,0.6,0.6,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,LEGUME
13841,capmcd.us,OTTLEYA STRIGOSA,0,0,0.5,1,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,LEGUME,LEGUME
13845,paike.ar,OXALIS ENNEAPHYLLA,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
13856,konzadrt.us,OXALIS STRICTA,0,0,1,0.4,0.4,1,-0.6,36.94,0.4,NA,57.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,height from TRY,SLA from LEDA,leafN from Craine 2012,,,,,PERENNIAL,FORB,FORB
13869,nnss.us,OXYTHECA PERFOLIATA,0.89137666,0.766761557,2.028706325,1.345047483,0.578285926,1.137329665,-0.559043739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
13895,oreaa.us,PACKERA CANA,25.5,0.5,15.5,0,-0.5,-10,9.5,2.689516025,0.4572,NA,9.38342867,0.3048,NA,NA,NA,NA,NA,NA,NA,NA,"height, depth from TRY",SLA from CoREE,leafN from Bjorkman 2018,,,,,PERENNIAL,FORB,FORB
13907,cedarsav.us,PANICUM ACUMINATUM,3.2,2,3,4,2,-0.2,2.2,17.50836364,0.238666667,NA,21.67056595,NA,0.26424325,180.896992,NA,NA,0.264243,NA,0.264243,NA,"leafN, height, SLA, RTD, RTD fine from TRY",SRL from CoREE,,,,,,PERENNIAL,GRASS,GRASS
13923,sand.us,PANICUM ACUMINATUM,7,6,0,0,-6,-7,1,17.50836364,0.238666667,NA,21.67056595,NA,0.26424325,180.896992,NA,NA,0.264243,NA,0.264243,NA,"leafN, height, SLA, RTD, RTD fine from TRY",SRL from CoREE,,,,,,PERENNIAL,GRASS,GRASS
13929,konzadrt.us,PANICUM CAPILLARE,0,0,9,1.5,1.5,9,-7.5,11.76,0.43545,NA,29.51225237,0.62,0.14,218,0.1917,185.16,0.15619875,0.409817185,0.15619875,218,leafN Nippert and Donnelly Konza,"height, SLA, RTD fine from TRY","RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,SRL fine from Tucker 2010,,,ANNUAL,GRASS,GRASS
13941,sand.us,PANICUM COMMUTATUM,0,0,6.333333333,11.33333333,11.33333333,6.333333333,4.999999997,NA,1.49352,NA,NA,0.1016,NA,NA,NA,NA,NA,NA,NA,NA,"height, depth from TRY",,,,,,,PERENNIAL,GRASS,GRASS
13948,cedarsav.us,PANICUM OLIGOSANTHES,2.5,2,5,0,-2,2.5,-4.5,17.37461517,0.38,NA,22.63325572,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220","leafN, SLA from TRY",,,,,,PERENNIAL,GRASS,GRASS
13970,cedartrait.us,PANICUM OLIGOSANTHES,2,3.5,0,2,-1.5,-2,0.5,17.37461517,0.38,NA,22.63325572,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220","leafN, SLA from TRY",,,,,,PERENNIAL,GRASS,GRASS
13979,cedarsav.us,PANICUM PERLONGUM,1,1,0,0,-1,-1,0,15.03307692,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220",leafN from Carmona 2021,,,,,,PERENNIAL,GRASS,GRASS
13981,spvdrt.ar,PANICUM URVILLEANUM,2,1.5,3,2.5,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,GRASS,GRASS
14002,cedartrait.us,PANICUM VIRGATUM,0,0,1,4,4,1,3,16.506,0.4675,7.8,29.18,0.075,0.39848137,5.002728067,0.390525,NA,0.232033,0.296204426,0.232033,NA,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","leafN, depth, SRL from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220","rootN, RTD, RTD fine from TRY",RMF from groot,,,,PERENNIAL,GRASS,GRASS
14005,naposta.ar,PAPPOPHORUM CAESPITOSUM,0,0,5,10,10,5,5,20.7,0.42,NA,10.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,"leafN, SLA from TRY",height from Conti 2013,,,,,,PERENNIAL,GRASS,GRASS
14008,cerrillos.ar,PAPPOPHORUM KRAPOVICKASII,0.63,14.17,0.836666667,17.50333333,3.33333333,0.206666667,3.126666663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,GRASS,GRASS
14035,chacra.ar,PAPPOPHORUM MUCRONULATUM,5,3.25,0,13,9.75,-5,14.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,GRASS,GRASS
14052,spvdrt.ar,PAPPOSTIPA SPECIOSA,2,1,1.5,1.333333333,0.333333333,-0.5,0.833333333,NA,0.6096,NA,4.202740187,0.254,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA, depth from TRY",,,,,,,PERENNIAL,GRASS,GRASS
14072,sand.us,PARTHENIUM INTEGRIFOLIUM,4,20,4,5,-15,0,-15,NA,0.702,NA,13.51425987,1.8,NA,NA,NA,NA,NA,0.33,NA,NA,depth from groot,"height, SLA from Carmona 2021",RMF from Johnston 2020,,,,,PERENNIAL,FORB,FORB
14078,matador.ca,PASCOPYRUM SMITHII,3.333333333,6.666666667,3.666666667,5.333333333,-1.333333334,0.333333334,-1.666666668,26.7742,0.3225,8.191666667,18.14,1.703333333,0.3298444,48.8474242,0.5478,NA,NA,0.3941423,0.3298444,48.8474242,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).",leafN from Nippert and Donnelly Konza,"rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x146",RMF from groot,depth from Tumber-Davila 2022,,,PERENNIAL,GRASS,GRASS
14114,credom.au,PASPALIDIUM CLEMENTII,1,0.5,0.5,0,-0.5,-0.5,0,6.25,0.307142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"leafN, height from austraits",,,,,,,ANNUAL,GRASS,GRASS
14119,sclaudio.ar,PASPALUM DILATATUM,3,1,1,0,-1,-2,1,16.40963333,0.4722,8.133333333,16.30478023,0.1524,0.102,18.37,0.59,NA,0.135549114,NA,0.135549114,18.37,"height, depth, RTD fine from TRY","rootN, RTD, SRL from groot",SLA from austraits,leafN from Cerebolini 2010,diam from Roumet 2006,,,PERENNIAL,GRASS,GRASS
14122,naposta.ar,PAVONIA CYMBALARIA,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,SHRUB,WOODY
14126,gmgranite.us,PECTOCARYA HETEROCARPA,1,0.5,3.071428571,2.8,2.3,2.071428571,0.228571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
14151,capwhite.us,PECTOCARYA HETEROCARPA,0.5,0.5,1.25,0,-0.5,0.75,-1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
14174,gmmolar.us,PECTOCARYA HETEROCARPA,3.042857143,1.016666667,1.083333333,1.75,0.733333333,-1.95952381,2.692857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
14199,gmgranite.us,PECTOCARYA PLATYCARPA,0.5,0.5,0,0.5,0,-0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
14204,gmmolar.us,PECTOCARYA PLATYCARPA,1.116666667,0.6,0.5,0.5,-0.1,-0.616666667,0.516666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
14220,capwhite.us,PECTOCARYA PLATYCARPA,0.5,0,1.25,0.5,0.5,0.75,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
14233,gmgranite.us,PECTOCARYA RECURVATA,0.5,0.5,0,1.5,1,-0.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
14238,capmcd.us,PECTOCARYA RECURVATA,0.5,0.5,5.214285714,2.857142857,2.357142857,4.714285714,-2.357142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
14285,capwhite.us,PECTOCARYA RECURVATA,0.5,0.875,0.5,0.5,-0.375,0,-0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
14318,gmmolar.us,PECTOCARYA RECURVATA,2.185714286,1.342857143,0.5,1,-0.342857143,-1.685714286,1.342857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
14338,nnss.us,PECTOCARYA RECURVATA,0,0,0.27364995,0.1355014,0.1355014,0.27364995,-0.13814855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
14341,gmmolar.us,PECTOCARYA SETOSA,1.325,0.625,0.5,0,-0.625,-0.825,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
14351,lygraint.no,PEDICULARIS SYLVATICA,1,0,0,1,1,-1,2,38.59,0.161666667,24.01,11.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from TRY",rootN from groot,leafN from Carmona 2021,,,,,BOTH,FORB,FORB
14356,jilpanger.au,PELARGONIUM RODNEYANUM,0,0.5,0.5,1,0.5,0.5,0,NA,0.26956,NA,16.37030108,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from austraits",,,,,,,PERENNIAL,FORB,FORB
14362,ukulingadrt.za,PENTANISIA ANGUSTIFOLIA,0,0,11.5,4,4,11.5,-7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
14369,jilpanger.au,PENTASCHISTIS AIROIDES,0.5,0.5,0,0,-0.5,-0.5,0,NA,0.17,NA,29.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from Carmona 2021",,,,,,,ANNUAL,GRASS,GRASS
14372,paike.ar,PEREZIA RECURVATA,3,4.333333333,3,4.333333333,0,0,0,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,depth from Tumber-Davila 2022,,,,,,,PERENNIAL,FORB,FORB
14408,oreaa.us,PERIDERIDIA OREGANA,1,0.5,0,0,-0.5,-1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
14413,oreac.us,PERIDERIDIA OREGANA,0.6,0.8,4.9,3.8,3,4.3,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
14462,passogavia.it,PERSICARIA VIVIPARA,1.025,0.02,1.05,0.1,0.08,0.025,0.055,31.74810336,0.147141905,NA,14.50269948,NA,NA,NA,NA,NA,NA,NA,NA,NA,"leafN, height, SLA from Carmona 2021",,,,,,,PERENNIAL,FORB,FORB
14477,cedartrait.us,PETALOSTEMON CANDIDUS,1.625,1.5,1,1,-0.5,-0.625,0.125,NA,0.544,NA,NA,1.7018,NA,NA,NA,NA,NA,NA,NA,NA,"height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220",depth from groot,,,,,,PERENNIAL,FORB,LEGUME
14501,cedartrait.us,PETALOSTEMON PURPUREUS,9.1,8.7,5.777777778,5.666666667,-3.033333333,-3.322222222,0.288888889,NA,0.688,NA,NA,1.9812,NA,NA,NA,NA,0.24,NA,0.24,NA,"height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220",depth from groot,RTD fine from TRY,,,,,PERENNIAL,FORB,LEGUME
14560,teshio.jp,PHALARIS ARUNDINACEA,40,10,25,12.5,2.5,-15,17.5,27.74442667,1.75,NA,22.25680168,0.3556,0.181670595,159.3597052,0.252341667,66.90374665,NA,0.473860399,0.181670595,66.90374665,"leafN, height, SLA from Teshio PI","depth, SRL fine from TRY","RTD, SRL, diam, RMF from groot",,,,,PERENNIAL,GRASS,GRASS
14572,falls.au,PHEBALIUM SQUAMULOSUM,1.333333333,0.5,1.333333333,1,0.5,0,0.5,17.6,1.375,NA,4.958314675,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from TRY",leafN from austraits,,,,,,PERENNIAL,SHRUB,WOODY
14584,jrnchi.us,PHEMERANTHUS AURANTIACUS,0.0685871,0.1368925,0,0,-0.1368925,-0.0685871,-0.0683054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
14586,oreaa.us,PHLOX HOODII,2.25,1.375,3.5,1.625,0.25,1.25,-1,23.26666667,0.02825,11.8,13.95070877,0.54,0.180454545,107.0545926,0.2647,47.89818564,0.180454545,NA,0.180454545,107.0545926,"depht, RTD, SRL, diam, RTD fine from groot","leafN, height, SLA from Blumenthal 2020","rootN, SRL fine from Mueller 2024",,,,,PERENNIAL,FORB,FORB
14614,cmss.us,PHLOX MULTIFLORA,0,0,10,13.33333333,13.33333333,10,3.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
14633,teshio.jp,PHRAGMITES AUSTRALIS,22,3,65,37.5,34.5,43,-8.5,32.70171952,1.800047619,13.1,15.86350939,0.508,0.126872908,322.7959115,0.18602,NA,NA,0.404672131,0.126872908,322.7959115,"leafN, height, SLA from Teshio PI","rootN, depth from TRY","RTD, SRL, diam, RMF from groot",,,,,PERENNIAL,GRASS,GRASS
14645,marcdrt.ar,PHYLA NODIFLORA,2,0,0,5,5,-2,7,NA,0.06096,NA,17.87653259,0.1524,NA,NA,NA,NA,NA,NA,NA,NA,"height, depth from TRY",SLA from CoREE,,,,,,PERENNIAL,FORB,FORB
14651,jrnchi.us,PHYSALIS HEDERIFOLIA,0.69929288,0.41075845,0.44768225,0.0687285,-0.34202995,-0.25161063,-0.09041932,19.19,NA,NA,20.70393375,NA,NA,NA,NA,NA,NA,NA,NA,NA,leafN from Craine 2012,SLA from Carmona 2021,,,,,,ANNUAL,FORB,FORB
14661,capwhite.us,PHYSARIA GORDONII,2.333333333,4.6,0.5,0.5,-4.1,-1.833333333,-2.266666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
14677,passogavia.it,PHYTEUMA HEMISPHAERICUM,2,1.7,2.4,2.3,0.6,0.4,0.2,27.40168667,0.1,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,height from TRY,"leafN, SLA from Cerebolini 2010",,,,,,PERENNIAL,FORB,FORB
14727,kranz.de,PICEA ABIES,50,50,50,50,0,0,0,13.01773524,32.57365602,8.231665,6.351365518,0.7112,0.289806897,16.43077549,0.727774529,NA,0.318839542,0.298541188,0.318839542,16.43077549,"leafN, height, rootN, SLA, depth, RTD fine from TRY","RTD, SRL, diam, RMF from groot",,,,,,PERENNIAL,TREE,WOODY
14811,baddrt.de,PICRIS HIERACIOIDES,33.7,23.2,63,48,24.8,29.3,-4.5,24.11,0.157,12.13,18.58,1.23,0.0725,193.765,0.45557832,NA,0.118,0.554,0.118,193.765,"leafN, height, SLA from Jena PI","rootN, RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,RTD fine from TRY,,,,PERENNIAL,FORB,FORB
14895,falls.au,PIMELEA ALPINA,2,0.833333333,1.833333333,1.166666667,0.333333334,-0.166666667,0.500000001,8.225818182,0.2125,NA,10.4341508,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from austraits",leafN from Bjorkman 2018,,,,,,PERENNIAL,SHRUB,WOODY
14913,jilpanger.au,PIMELEA HUMILIS,1,1,5,0.5,-0.5,4,-4.5,NA,0.359571429,NA,22.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from austraits",,,,,,,PERENNIAL,SHRUB,WOODY
14919,allmendo.ch,PIMPINELLA SAXIFRAGA,1.916666667,2.25,2.333333333,2.166666667,-0.083333333,0.416666666,-0.499999999,21.22166667,0.445,3.322678571,20.92174997,2.42685,0.315348446,149.6596103,0.228622222,NA,NA,0.328183381,0.315348446,149.6596103,"leafN, height, SLA from TRY","rootN, RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,,,,,PERENNIAL,FORB,FORB
