,site_code,Taxon,mean.before.control,mean.before.drought,mean.after.control,mean.after.drought,drought.after.minus.before,control.after.minus.before,cover.change,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,RTD.all.g.cm3,SRL.all.m.g,rootDiam.mm,SRL_fine_m.g,RTD.fine.g.cm3,RMF.g.g,RTD.groot.cahill.merge,SRL.groot.cahill.merge,Notes,,,,,,
90,cdpt_drt.us,LIATRIS PUNCTATA,0.5,0.5,0.5,1,0.5,0,0.5,16.8,0.0925,11.75,11.09,0.3556,0.16753096,118.8077502,0.606825,89.93743921,0.167531,0.732865851,0.167531,118.8077502,"leafN, height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","depth, RTD fine from TRY","RTD, SRL, RMF from groot","rootN, SRL fine from Mueller 2024",,,
888,passogavia.it,LIGUSTICUM MUTELLINA,14.5,30,12,46,16,-2.5,18.5,32.12230333,0.28,,22.90033333,0.68,,,,,,,,,"height, SLA from TRY",leafN from Cerebolini 2010,depth from Tumber-Davila 2022,,,,
479,cedartrait.us,LINARIA VULGARIS,2,2,0,0,-2,-2,0,18.34,0.324,,22.52432988,0.95,0.521818182,120.6592943,0.1355,120.66,0.52,0.672131148,0.521818182,120.6592943,"leafN, height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220",SLA from TRY,"RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,"SRL fine, RTD fine from Stiblikova",,
422,scruzh.us,LINUM BIENNE,1.033563767,1.661239833,3.6585366,6.29785905,4.636619217,2.624972833,2.011646384,,0.375,,21.25700911,,,,,,,,,,height from TRY,SLA from CoREE,,,,,
280,elvadrt.ee,LINUM CATHARTICUM,0,1,1,1.5,0.5,1,-0.5,20.2751018,0.184833333,,30.91750071,0.18,,,,,,0.148211244,,,"leafN, height, SLA from TRY",RMF from groot,depth from Tumber-Davila 2022,,,,
582,allmendb.ch,LINUM CATHARTICUM,4.583333333,3.25,2.5,2.083333333,-1.166666667,-2.083333333,0.916666666,20.2751018,0.184833333,,30.91750071,0.18,,,,,,0.148211244,,,"leafN, height, SLA from TRY",RMF from groot,depth from Tumber-Davila 2022,,,,
703,allmendo.ch,LINUM CATHARTICUM,5.416666667,6.25,2.083333333,1.666666667,-4.583333333,-3.333333334,-1.249999999,20.2751018,0.184833333,,30.91750071,0.18,,,,,,0.148211244,,,"leafN, height, SLA from TRY",RMF from groot,depth from Tumber-Davila 2022,,,,
94,matador.ca,LINUM RIGIDUM,0.5,0.5,1,1,0.5,0.5,0,,,,,0.13,,,,,,,,,depth from Tumber-Davila 2022,,,,,,
376,ebro.es,LINUM SUFFRUTICOSUM,1.026256,1.372704667,2.264933611,2.0322225,0.659517833,1.238677611,-0.579159778,19.9,0.4,,13.83721065,,,,0.18,129.275,,0.293431287,,129.275,"leafN, height, SLA from TRY",RMF from groot,"diam, SRL fine  from Illuminati 2022",,,,
1031,brookdale.ca,LITHOSPERMUM CANESCENS,0,0,1,1.666666667,1.666666667,1,0.666666667,18.9752,0.282,,14.43083537,,,,,,,,,,"height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220","leafN, SLA from TRY",,,,,
1067,cedarsav.us,LITHOSPERMUM CANESCENS,2.5,0,3,4.333333333,4.333333333,0.5,3.833333333,18.9752,0.282,,14.43083537,,,,,,,,,,"height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220","leafN, SLA from TRY",,,,,
639,cedarsav.us,LITHOSPERMUM CAROLINIENSE,5.5,4.8,0,0,-4.8,-5.5,0.7,17.774,0.406,,12.63662801,2,,,,,,,,,"height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220","leafN, SLA from TRY",depth from Tumber-Davila 2022,,,,
404,mattheis.ca,LITHOSPERMUM INCISUM,10,1.5,5.5,10,8.5,-4.5,13,26.9,0.093666667,16.25,10.79151546,3.03,0.58125,107.882151,0.2063875,222.5228097,0.162229784,,0.58125,107.882151,"height, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x132",depth from groot,"leafN, SLA from Blumenthal 2020","rootN, diam, SRL fine, RTD fine from Mueller 2024",,,
442,cdpt_drt.us,LITHOSPERMUM INCISUM,1.75,1.916666667,2.75,2.166666667,0.25,1,-0.75,26.9,0.093666667,16.25,10.79151546,3.03,0.58125,107.882151,0.2063875,222.5228097,0.162229784,,0.58125,107.882151,"height, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x132",depth from groot,"leafN, SLA from Blumenthal 2020",,,,
134,capwhite.us,LOEFLINGIA SQUARROSA,0.5,0.5,0,0,-0.5,-0.5,0,,,,,,,,,,,,,,,,,,,,
25,nnss.us,LOESELIASTRUM SCHOTTII,0.0685167,0.27351615,0.389588286,0.0687285,-0.20478765,0.321071586,-0.525859236,,,,,,,,,,,,,,,,,,,,
164,capmcd.us,LOGFIA ARIZONICA,0,0.5,0.5,0,-0.5,0.5,-1,,,,,,,,,,,,,,,,,,,,
210,capwhite.us,LOGFIA ARIZONICA,2.428571429,0.833333333,0.928571429,4.7,3.866666667,-1.5,5.366666667,,,,,,,,,,,,,,,,,,,,
291,scruzl.us,LOLIUM PERENNE,4,1,8.358448867,3.0194805,2.0194805,4.358448867,-2.338968367,19.23,0.4,9.7,18.31,0.254,0.104845371,220.8471095,0.1,65.97407155,0.186794228,0.484061808,0.186794228,220.8471095,"leafN, height, SLA from Jena PI","rootN, depth, diam, RTD fine from TRY","RTD, SRL, RMF from groot",SRL fine fromo Kandlikar 2022,,,
1032,scruzm.us,LOLIUM PERENNE,1.1904762,0,3.6458333,1.8181818,1.8181818,2.4553571,-0.6371753,19.23,0.4,9.7,18.31,0.254,0.104845371,220.8471095,0.1,65.97407155,0.186794228,0.484061808,0.186794228,220.8471095,"leafN, height, SLA from Jena PI","rootN, depth, diam, RTD fine from TRY","RTD, SRL, RMF from groot",SRL fine fromo Kandlikar 2022,,,
125,jilpanger.au,LOMANDRA JUNCEA,0.5,0.5,0.5,0,-0.5,0,-0.5,,0.42,,,0.19,,,,,,,,,"depth, height from Tumber-Davila 2022",,,,,,
84,jilpanger.au,LOMANDRA NANA,0.666666667,0.5,0.5,0.666666667,0.166666667,-0.166666667,0.333333334,,0.17,,5.237312811,,,,,,,,,,"height, SLA from austraits",,,,,,
372,cowidrt.ca,LOMATIUM UTRICULATUM,5,1.333333333,9.5,3,1.666666667,4.5,-2.833333333,25,,,9.979276578,,,,,,,,,,"leafN, SLA from CoREE",,,,,,
18,allmendo.ch,LOTUS CORNICULATUS,0.75,0.25,0.625,0.375,0.125,-0.125,0.25,32.37274407,0.357339206,21.21401,20.8418579,0.3556,0.12871093,104.3277979,0.351194598,,0.084566667,0.287780112,0.084566667,104.3277979,"leafN, height, rootN, SLA, depth, RTD fine from TRY","RTD, SRL, diam, RMF from groot",,,,,
197,yarradrt.au,LOTUS CORNICULATUS,1.943333333,0.75,2,1,0.25,0.056666667,0.193333333,32.37274407,0.357339206,21.21401,20.8418579,0.3556,0.12871093,104.3277979,0.351194598,,0.084566667,0.287780112,0.084566667,104.3277979,"leafN, height, rootN, SLA, depth, RTD fine from TRY","RTD, SRL, diam, RMF from groot",,,,,
441,allmendb.ch,LOTUS CORNICULATUS,0,1.916666667,0.916666667,1.333333333,-0.583333334,0.916666667,-1.500000001,32.37274407,0.357339206,21.21401,20.8418579,0.3556,0.12871093,104.3277979,0.351194598,,0.084566667,0.287780112,0.084566667,104.3277979,"leafN, height, rootN, SLA, depth, RTD fine from TRY","RTD, SRL, diam, RMF from groot",,,,,
889,purdue.us,LOTUS CORNICULATUS,36.25,30.5,10,0,-30.5,-26.25,-4.25,32.37274407,0.357339206,21.21401,20.8418579,0.3556,0.12871093,104.3277979,0.351194598,,0.084566667,0.287780112,0.084566667,104.3277979,"leafN, height, rootN, SLA, depth, RTD fine from TRY","RTD, SRL, diam, RMF from groot",,,,,
67,gmmolar.us,LUPINUS CONCINNUS,0.5,0.5,0,0.5,0,-0.5,0.5,,,,,,,,,,,,,,,,,,,,
420,cedartrait.us,LUPINUS PERENNIS,2,1.6,0,0,-1.6,-2,0.4,32.9375,0.38,29.52364967,19.49355322,0.32,0.32,64.09193834,0.34,17.10482839,,0.38748562,0.32,17.10482839,"leafN, height, SRL fine Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220",SLA from TRY,"rootN, depth, RTD, SRL, diam, RMF from groot",,,,
397,paike.ar,LUZULA CHILENSIS,2,1.5,2,1.5,0,0,0,11.42,0.064,,,,,,,,,,,,"leafN, height from Carmona 2021",,,,,,
323,lygraint.no,LUZULA MULTIFLORA,1,1,0,0,-1,-1,0,25.54618746,0.2110425,5.237476541,25.53913437,,,132.06,,132.06,,,,132.06,"leafN, height, SLA from TRY","rootN, SRL from groot",SRL fine from Stiblikova,,,,
690,elvadrt.ee,LUZULA MULTIFLORA,5.666666667,6,2,3,-3,-3.666666667,0.666666667,25.54618746,0.2110425,5.237476541,25.53913437,,,132.06,,132.06,,,,132.06,"leafN, height, SLA from TRY","rootN, SRL from groot",SRL fine from Stiblikova,,,,
340,lygraint.no,LUZULA PILOSA,2,1,1,0,-1,-1,0,16.9625,0.225,12.5,25.5,,,,0.21,565.6,,,,565.6,"leafN, height, SLA from TRY","rootN, diam, SRL fine from Spitzer 2021",,,,,
536,nnss.us,LYCIUM PALLIDUM,4.6258503,2.680278,5.1748451,2.779884733,0.099606733,0.5489948,-0.449388067,26.13809524,2.1336,,,0.3048,,,,,,,,,"leafN, height, depth from TRY",,,,,,
82,cdpt_drt.us,LYGODESMIA JUNCEA,1,0.5,1.2,0.55,0.05,0.2,-0.15,,0.151,,,3.709333333,,,,,,,,,height from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x133,depth from groot,,,,,
352,biddulph.ca,LYGODESMIA JUNCEA,0,1,0.75,0,-1,0.75,-1.75,,0.151,,,3.709333333,,,,,,,,,height from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x133,depth from groot,,,,,
520,lygraint.no,LYSIMACHIA EUROPAEA,3,2.5,2,1,-1.5,-1,-0.5,31.15982717,0.031518519,,19.4,,,,,,,,,,"leafN, height, SLA from Bjorkman 2018",,,,,,
39,cdpt_drt.us,MACHAERANTHERA PINNATIFIDA,0.5,0.5,0.3,0.1,-0.4,-0.2,-0.2,,,,14.18259087,1.335,,,,,,,,,"SLA from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",depth from Tumber-Davila 2022,,,,,
75,sevmixed.us,MACHAERANTHERA PINNATIFIDA,0.833333333,0.5,0.5,0.5,0,-0.333333333,0.333333333,,,,14.18259087,1.335,,,,,,,,,"SLA from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",depth from Tumber-Davila 2022,,,,,
176,credoj.au,MAIREANA CARNOSA,0.7,0.6,4.8,1.4,0.8,4.1,-3.3,,0.3,,,,,,,,,,,,height from austraits,,,,,,
953,credom.au,MAIREANA CARNOSA,0.5,0,0.5,0.5,0.5,0,0.5,,0.3,,,,,,,,,,,,height from austraits,,,,,,
268,credom.au,MAIREANA SEDIFOLIA,10.16666667,1,10.25,1,0,0.08333333,-0.08333333,39.14135,1.3,,4.952222222,,,,,,,,,,"height, SLA from TRY",leafN from austraits,,,,,
670,credoj.au,MAIREANA SEDIFOLIA,1.4,5.375,1.875,3.4,-1.975,0.475,-2.45,39.14135,1.3,,4.952222222,,,,,,,,,,"height, SLA from TRY",leafN from austraits,,,,,
42,credoj.au,MAIREANA TRICHOPTERA,0.5,0.5,0.5,0.5,0,0,0,,0.41675,,,,,,,,,,,,height from austraits,,,,,,
44,credom.au,MAIREANA TRICHOPTERA,0.5,0.5,0.5,0.5,0,0,0,,0.41675,,,,,,,,,,,,height from austraits,,,,,,
377,nnss.us,MALACOTHRIX GLABRATA,0.729655567,1.3735589,1.1655389,1.41346643,0.03990753,0.435883333,-0.395975803,,,,,,,,,,,,,,,,,,,,
859,cobar.au,MEDICAGO LACINIATA,16.66666667,20.66666667,0,0,-20.66666667,-16.66666667,-4,,0.05,,23.68,0.048,,,,,,,,,height from austraits,SLA from CoREE,depth from Mouheb 2017,,,,
278,esw.ca,MEDICAGO LUPULINA,1,1,2,1.5,0.5,1,-0.5,32.94,0.1,8.5,21.96,0.3048,0.505159575,38.6836264,0.281707971,,0.05175,0.2386439,0.05175,38.6836264,"leafN, height, SLA from Jena PI","rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x135","depth, RTD fine from TRY","diam, RMF from groot",,,
569,marcdrt.ar,MEDICAGO LUPULINA,2,3,0,0,-3,-2,-1,32.94,0.1,8.5,21.96,0.3048,0.505159575,38.6836264,0.281707971,,0.05175,0.2386439,0.05175,38.6836264,"leafN, height, SLA from Jena PI","rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x135","depth, RTD fine from TRY","diam, RMF from groot",,,
865,elvadrt.ee,MEDICAGO LUPULINA,25,21.66666667,7.333333333,3,-18.66666667,-17.66666667,-1.000000003,32.94,0.1,8.5,21.96,0.3048,0.505159575,38.6836264,0.281707971,,0.05175,0.2386439,0.05175,38.6836264,"leafN, height, SLA from Jena PI","rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x135","depth, RTD fine from TRY","diam, RMF from groot",,,
949,allmendb.ch,MEDICAGO LUPULINA,0,0,1,0.25,0.25,1,-0.75,32.94,0.1,8.5,21.96,0.3048,0.505159575,38.6836264,0.281707971,,0.05175,0.2386439,0.05175,38.6836264,"leafN, height, SLA from Jena PI","rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x135","depth, RTD fine from TRY","diam, RMF from groot",,,
105,credom.au,MEDICAGO MINIMA,0.5,0.5,5.75,2,1.5,5.25,-3.75,41.21475238,0.1701,33.34666667,21.02654321,0.22,0.0815,211.5066667,0.3834,,0.1565,0.331316983,0.1565,211.5066667,"height, SLA, RTD fine from TRY","rootN, RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,leafN from CoREE,,,
152,credoj.au,MEDICAGO MINIMA,0.666666667,0.5,8,0,-0.5,7.333333333,-7.833333333,41.21475238,0.1701,33.34666667,21.02654321,0.22,0.0815,211.5066667,0.3834,,0.1565,0.331316983,0.1565,211.5066667,"height, SLA, RTD fine from TRY","rootN, RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,leafN from CoREE,,,
936,kiskun.hu,MEDICAGO MINIMA,0.01,0,0.1,0.01,0.01,0.09,-0.08,41.21475238,0.1701,33.34666667,21.02654321,0.22,0.0815,211.5066667,0.3834,,0.1565,0.331316983,0.1565,211.5066667,"height, SLA, RTD fine from TRY","rootN, RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,leafN from CoREE,,,
528,scruzl.us,MEDICAGO POLYMORPHA,9.4,2.5,0,0,-2.5,-9.4,6.9,40.93,0.49192,,24.3570477,0.3048,,,,271.4317854,,0.3125,,271.4317854,"height, SLA, depth from TRY",RMF from groot,leafN from CoREE,SRL fine from Kandlikar 2022,,,
529,scruzm.us,MEDICAGO POLYMORPHA,9.4,2.5,0,0,-2.5,-9.4,6.9,40.93,0.49192,,24.3570477,0.3048,,,,271.4317854,,0.3125,,271.4317854,"height, SLA, depth from TRY",RMF from groot,leafN from CoREE,SRL fine from Kandlikar 2022,,,
847,cowidrt.ca,MELICA SUBULATA,9.333333333,19,8.333333333,17.5,-1.5,-1,-0.5,,1.00584,,,0.3048,,,,,,,,,"height, depth from TRY",,,,,,
121,falls.au,MELICYTUS DENTATUS,0.5,0.5,0.5,0,-0.5,0,-0.5,12.7811,3,,25.06241344,,,,,,,,,,"height, SLA from TRY",leafN from Bjorkman 2018,,,,,
267,marcdrt.ar,MELILOTUS OFFICINALIS,8,1,0,1,0,-8,8,43.985,0.493,10.4,27.09343963,1.16,0.380689176,37.95643063,0.29,,,0.285,0.380689176,37.95643063,"height, rootN, SLA, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x137","diam, RMF from groot",depth from Tumber-Davila 2022,leafN from Craine 2012,,,
544,nnss.us,MENTZELIA ASPERA,2.343982057,2.874968975,2.616757683,0.27565495,-2.599314025,0.272775626,-2.872089651,,,,,,,,,,,,,,,,,,,,
54,jilpanger.au,MICROSERIS SCAPIGERA,0.5,0.5,0.5,0.5,0,0,0,,0.403333333,,35.23,,,,,,,,,,"height, SLA from austraits",,,,,,
63,jilpanger.au,MILLOTIA MUELLERI,0.5,0.5,0.666666667,0.5,0,0.166666667,-0.166666667,,0.02,,,,,,,,,,,,height from austraits,,,,,,
64,jilpanger.au,MILLOTIA TENUIFOLIA,0.5,0.5,0.666666667,0.5,0,0.166666667,-0.166666667,,0.09875,,36.25338489,,,,,,,,,,"height, SLA from austraits",,,,,,
444,kiskun.hu,MINUARTIA GLOMERATA,0.75,2,0.2,0.07,-1.93,-0.55,-1.38,,0.15,,11.1936,,,,,,,,,,"height, SLA from Halassy 2019",,,,,,
572,milparinka.au,MINURIA DENTICULATA,3,3,0,0,-3,-3,0,,0.15,,10.12839779,,,,,,,,,,"height, SLA from TRY",,,,,,
300,lygraint.no,MOLINIA CAERULEA,1,1,1,6,5,0,5,19.7245873,0.699125,8.366751778,18.72981174,0.8,,56.8752851,0.269333333,,,0.41125,,56.8752851,"leafN, height, SLA from TRY","rootN, depth, SRL, diam, RMF from groot",,,,,
688,lygraold.no,MOLINIA CAERULEA,6,6,8,1.5,-4.5,2,-6.5,19.7245873,0.699125,8.366751778,18.72981174,0.8,,56.8752851,0.269333333,,,0.41125,,56.8752851,"leafN, height, SLA from TRY","rootN, depth, SRL, diam, RMF from groot",,,,,
785,cedartrait.us,MONARDA FISTULOSA,3,11,2,8,-3,-1,-2,11.29051118,0.662,17.87547,16.99988269,0.1016,0.412850986,32.46391317,0.28925,,0.1508955,0.411046263,0.1508955,32.46391317,"height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220","SLA, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x138","leafN, depth, RTD fine from TRY","rootN, diam, RMF from groot",,,
131,capmcd.us,MONOLEPIS NUTTALLIANA,0.5,0.5,0,0,-0.5,-0.5,0,,0.24384,,,,,,,,,,,,height from Carmona 2021,,,,,,
11,nnss.us,MONOPTILON BELLIDIFORME,0.1191883,0.13729085,0.1546705,0.3436426,0.20635175,0.0354822,0.17086955,,,,,,,,,,,,,,,,,,,,
967,capwhite.us,MONOPTILON BELLIOIDES,0,0,0.5,0.5,0.5,0.5,0,,0.02,,,0.07,,,,,,,,,"height, depth from Tumber-Davila 2022",,,,,,
366,cowidrt.ca,MONTIA LINEARIS,3,1.25,0,0,-1.25,-3,1.75,17.5,0.409,,13.3,,,,0.41,,,,,,"leafN, height, SLA, diam from Tortorelli 2022",,,,,,
997,sand.us,MORELLA CERIFERA,5,0,1,1,1,-4,5,17.7,5.823692308,12.65043574,16.30496347,0.508,0.136588343,42.07931829,0.313333333,,0.136588343,,0.136588343,42.07931829,"height, SLA, depth, RTD fine from TRY","rootN, RTD, SRL, diam from groot",leafN from CoREE,,,,
606,sevblack.us,MUHLENBERGIA ARENICOLA,1,3.75,1,1,-2.75,0,-2.75,,,,14.31621017,,,,,,,,,,"SLA from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",,,,,,
413,cowidrt.ca,MYOSOTIS DISCOLOR,2,1.5,0,0,-1.5,-2,0.5,,0.25375,,32.07333333,,,,0.846666667,,,,,,"height, SLA from TRY",diam from austraits,,,,,
202,nnss.us,NAMA ARETIOIDES,0.283584533,0.75338592,0.39203624,0,-0.75338592,0.108451707,-0.861837627,,,,,,,,,,,,,,,,,,,,
706,paike.ar,NARDOPHYLLUM BRYOIDES,6.666666667,6.333333333,6.666666667,6.333333333,0,0,0,7.7,0.09,4.333333333,,,,,,,,0.209398118,,,"rootN, RMF from groot",height from CoREE,leafN from Carmona 2021,,,,
250,paike.ar,NASSAUVIA ACULEATA,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
251,paike.ar,NASSAUVIA DARWINII,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
901,chacra.ar,NASSELLA LONGIGLUMIS,21.66666667,36.66666667,50,36.66666667,0,28.33333333,-28.33333333,35.04,,,,,,,,,,,,,leafN from TRY,,,,,,
923,naposta.ar,NASSELLA NEESIANA,68.33333333,57.5,50,36.66666667,-20.83333333,-18.33333333,-2.5,,0.5335,,16,,,,,,,,,,height from austraits,SLA from Cruz 2019,,,,,
430,spvdrt.ar,NASSELLA TENUIS,2,1.666666667,15.66666667,16.66666667,15,13.66666667,1.333333333,,,,,0.5,,,,,,,,,depth from Tumber-Davila 2022,,,,,,
653,chacra.ar,NASSELLA TENUIS,10.5,5,1,3.5,-1.5,-9.5,8,,,,,0.5,,,,,,,,,depth from Tumber-Davila 2022,,,,,,
829,naposta.ar,NASSELLA TRICHOTOMA,10,16.66666667,20,25,8.33333333,10,-1.66666667,,0.4665,,11.2973124,,,,0.776666667,,,,,,"height, SLA, diam from austraits",,,,,,
728,matador.ca,NASSELLA VIRIDULA,10.66666667,7.333333333,22.66666667,18.66666667,11.33333334,12,-0.666666663,34.2,0.359625,5.933333333,10.24538572,0.3556,0.637290486,16.53035729,0.23675,,0.517363388,,0.517363388,16.53035729,"height, rootN,SLA, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x141","depth, RTD fine from TRY",diam from groot,leafN from CoREE,,,
1017,kernnu.ca,NASSELLA VIRIDULA,0,0,2,1,1,2,-1,34.2,0.359625,5.933333333,10.24538572,0.3556,0.637290486,16.53035729,0.23675,,0.517363388,,0.517363388,16.53035729,"height, rootN,SLA, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x141","depth, RTD fine from TRY",diam from groot,leafN from CoREE,,,
363,oreaa.us,NAVARRETIA INTERTEXTA SSP. PROPINQUA,0.833333333,1.25,0.75,0.833333333,-0.416666667,-0.083333333,-0.333333334,,,,,,,,,,,,,,,,,,,,
467,jilpanger.au,NEURACHNE ALOPECUROIDEA,0.833333333,2,0.666666667,6.666666667,4.666666667,-0.166666666,4.833333333,,0.278687254,,7.679299731,,,,,,,,,,"height, SLA from austraits",,,,,,
283,oreaa.us,NOTHOCALAIS TROXIMOIDES,2,1,3.5,1.833333333,0.833333333,1.5,-0.666666667,,,,,,,,,,,,,,,,,,,,
294,spvdrt.ar,NOTICASTRUM SERICEUM,1,1,1,4,3,0,3,30.175,,,36.99,,,,,,,,,,"leafN, SLA from TRY",,,,,,
998,cdpt_drt.us,OPUNTIA POLYACANTHA,0,0,0.1,1,1,0.1,0.9,,0.6096,,,0.3048,,,,,,,,,"height, depth from TRY",,,,,,
1094,nplatte.us,OPUNTIA POLYACANTHA,25,0,0,30,30,-25,55,,0.6096,,,0.3048,,,,,,,,,"height, depth from TRY",,,,,,
191,passogavia.it,OREOCHLOA DISTICHA,5.5,0.75,5.5,0.275,-0.475,0,-0.475,21.62445,0.115,,9.2,,,,,,,,,,"height, SLA from TRY",leafN from Cerebolini 2010,,,,,
143,kernb.ca,ORTHOCARPUS LUTEUS,0.5,0.5,0,0,-0.5,-0.5,0,,0.24,11.9,19.9635464,0.254,0.233765432,79.3180354,0.2062,,0.333333333,,0.333333333,79.3180354,"height,rootN,SLA,RTD,SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x143","depth, RTD fine from TRY",diam from groot,,,,
1079,hard.us,ORTHOCARPUS TOLMIEI,0,0,11,7,7,11,-4,,,,,,,,,,,,,,,,,,,,
974,capwhite.us,OTTLEYA STRIGOSA,0.5,0,0.5,0.6,0.6,0,0.6,,,,,,,,,,,,,,,,,,,,
1000,capmcd.us,OTTLEYA STRIGOSA,0,0,0.5,1,1,0.5,0.5,,,,,,,,,,,,,,,,,,,,
252,paike.ar,OXALIS ENNEAPHYLLA,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
951,konzadrt.us,OXALIS STRICTA,0,0,1,0.4,0.4,1,-0.6,36.94,0.4,,57.7,,,,,,,,,,height from TRY,SLA from LEDA,leafN from Craine 2012,,,,
203,nnss.us,OXYTHECA PERFOLIATA,0.89137666,0.766761557,2.028706325,1.345047483,0.578285926,1.137329665,-0.559043739,,,,,,,,,,,,,,,,,,,,
163,oreaa.us,PACKERA CANA,25.5,0.5,15.5,0,-0.5,-10,9.5,2.689516025,0.4572,,9.38342867,0.3048,,,,,,,,,"height, depth from TRY",SLA from CoREE,leafN from Bjorkman 2018,,,,
463,cedarsav.us,PANICUM ACUMINATUM,3.2,2,3,4,2,-0.2,2.2,17.50836364,0.238666667,,21.67056595,,0.26424325,180.896992,,,0.264243,,0.264243,,"leafN, height, SLA, RTD, RTD fine from TRY",SRL from CoREE,,,,,
696,sand.us,PANICUM ACUMINATUM,7,6,0,0,-6,-7,1,17.50836364,0.238666667,,21.67056595,,0.26424325,180.896992,,,0.264243,,0.264243,,"leafN, height, SLA, RTD, RTD fine from TRY",SRL from CoREE,,,,,
